P_RESP_ID,P_ORGANIZATION_CODE,P_PERIOD,P_CATEGORY_SET_NAME,P_ITEM_TYPE,P_BATCH_STATUS,P_ITEM_FROM,P_ITEM_TO,PERIOD,OPERATING_UNIT,ORGANIZATION_NAME,ITEM_TYPE,CATEGORY,CAT,ITEM,ITEM_DESCRIPTION,UOM,QTY,QTY_KG,ACC_QTY,ACC_QTY_KG,SUM_QTY_PER_CAT,SUM_QTY_KG_PER_CAT,SUM_ACC_QTY_PER_CAT,SUM_ACC_QTY_KG_PER_CAT,SUM_QTY_KG_PER_ORG,SUM_ACC_QTY_KG_PER_ORG,XDO_USER_NAME
,,2023-03-31,,,,,,2023-03-31,FAC-I-Unit-247,Factory I NM,FG,,,04-009,Product 04-009,KG,11023.0,5511.28,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-I-Unit-247,Factory I NM,FG,,,04-007,Product 04-007,KG,60706.0,30353.18,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-I-Unit-247,Factory I NM,FG,,,06-006,Product 06-006,KG,63118.0,31558.79,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-I-Unit-247,Factory I NM,FG,,,07-005,Product 07-005,KG,65553.0,32776.74,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-J-Unit-242,Factory J NM,FG,,,06-006,Product 06-006,KG,38108.0,19054.0,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-J-Unit-242,Factory J NM,FG,,,07-012,Product 07-012,KG,89744.0,44871.96,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-J-Unit-242,Factory J NM,FG,,,06-012,Product 06-012,KG,67313.0,33656.69,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-J-Unit-242,Factory J NM,FG,,,07-004,Product 07-004,KG,79164.0,39581.96,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-J-Unit-242,Factory J NM,FG,,,04-015,Product 04-015,KG,46526.0,23262.93,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-K-Unit-243,Factory K NM,FG,,,03-001,Product 03-001,KG,25671.0,12835.31,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-K-Unit-243,Factory K NM,FG,,,07-009,Product 07-009,KG,36719.0,18359.3,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-K-Unit-243,Factory K NM,FG,,,07-015,Product 07-015,KG,12324.0,6161.93,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-K-Unit-243,Factory K NM,FG,,,07-011,Product 07-011,KG,23791.0,11895.7,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-K-Unit-243,Factory K NM,FG,,,07-007,Product 07-007,KG,52884.0,26442.0,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-L-Unit-248,Factory L NM,FG,,,03-001,Product 03-001,KG,93070.0,46535.13,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-L-Unit-248,Factory L NM,FG,,,04-010,Product 04-010,KG,39164.0,19582.1,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-L-Unit-248,Factory L NM,FG,,,01-005,Product 01-005,KG,83474.0,41737.02,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-L-Unit-248,Factory L NM,FG,,,02-006,Product 02-006,KG,84548.0,42273.95,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-L-Unit-248,Factory L NM,FG,,,06-010,Product 06-010,KG,38578.0,19288.82,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-M-Unit-250,Factory M NM,FG,,,08-012,Product 08-012,KG,75304.0,37652.23,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-M-Unit-250,Factory M NM,FG,,,03-007,Product 03-007,KG,81646.0,40822.97,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-M-Unit-250,Factory M NM,FG,,,03-013,Product 03-013,KG,71270.0,35635.05,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-M-Unit-250,Factory M NM,FG,,,01-014,Product 01-014,KG,96792.0,48395.92,,,,,,,,,
,,2023-03-31,,,,,,2023-03-31,FAC-M-Unit-250,Factory M NM,FG,,,03-005,Product 03-005,KG,83012.0,41505.95,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-A-Unit-240,Factory A NM,FG,,,03-010,Product 03-010,KG,88398.0,44199.17,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-A-Unit-240,Factory A NM,FG,,,06-009,Product 06-009,KG,59281.0,29640.49,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-A-Unit-240,Factory A NM,FG,,,01-002,Product 01-002,KG,83712.0,41855.81,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-A-Unit-240,Factory A NM,FG,,,03-009,Product 03-009,KG,64973.0,32486.3,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-A-Unit-240,Factory A NM,FG,,,01-009,Product 01-009,KG,9699.0,4849.33,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-B-Unit-251,Factory B NM,FG,,,02-006,Product 02-006,KG,99194.0,49596.87,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-B-Unit-251,Factory B NM,FG,,,06-007,Product 06-007,KG,67092.0,33545.88,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-B-Unit-251,Factory B NM,FG,,,08-011,Product 08-011,KG,21526.0,10763.05,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-B-Unit-251,Factory B NM,FG,,,07-013,Product 07-013,KG,6406.0,3203.11,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-B-Unit-251,Factory B NM,FG,,,07-011,Product 07-011,KG,14383.0,7191.47,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-C-Unit-244,Factory C NM,FG,,,01-011,Product 01-011,KG,47896.0,23948.18,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-C-Unit-244,Factory C NM,FG,,,02-015,Product 02-015,KG,77808.0,38904.08,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-C-Unit-244,Factory C NM,FG,,,08-012,Product 08-012,KG,14093.0,7046.64,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-C-Unit-244,Factory C NM,FG,,,03-015,Product 03-015,KG,63380.0,31689.8,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-C-Unit-244,Factory C NM,FG,,,08-007,Product 08-007,KG,29290.0,14645.07,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-D-Unit-252,Factory D NM,FG,,,02-014,Product 02-014,KG,89765.0,44882.58,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-D-Unit-252,Factory D NM,FG,,,03-001,Product 03-001,KG,91099.0,45549.59,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-D-Unit-252,Factory D NM,FG,,,01-007,Product 01-007,KG,32760.0,16380.03,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-D-Unit-252,Factory D NM,FG,,,02-010,Product 02-010,KG,69723.0,34861.73,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-D-Unit-252,Factory D NM,FG,,,05-011,Product 05-011,KG,28620.0,14310.03,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-E-Unit-246,Factory E NM,FG,,,01-007,Product 01-007,KG,60965.0,30482.43,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-E-Unit-246,Factory E NM,FG,,,07-005,Product 07-005,KG,93837.0,46918.34,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-E-Unit-246,Factory E NM,FG,,,06-001,Product 06-001,KG,32557.0,16278.3,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-E-Unit-246,Factory E NM,FG,,,04-003,Product 04-003,KG,26478.0,13238.84,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-E-Unit-246,Factory E NM,FG,,,05-011,Product 05-011,KG,66108.0,33053.85,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-F-Unit-249,Factory F NM,FG,,,06-014,Product 06-014,KG,99767.0,49883.52,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-F-Unit-249,Factory F NM,FG,,,08-004,Product 08-004,KG,20731.0,10365.47,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-F-Unit-249,Factory F NM,FG,,,01-002,Product 01-002,KG,47046.0,23522.89,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-F-Unit-249,Factory F NM,FG,,,05-004,Product 05-004,KG,44236.0,22118.21,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-F-Unit-249,Factory F NM,FG,,,04-002,Product 04-002,KG,31840.0,15920.13,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-G-Unit-245,Factory G NM,FG,,,05-011,Product 05-011,KG,65514.0,32757.15,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-G-Unit-245,Factory G NM,FG,,,03-003,Product 03-003,KG,87762.0,43880.78,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-G-Unit-245,Factory G NM,FG,,,01-009,Product 01-009,KG,79471.0,39735.51,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-G-Unit-245,Factory G NM,FG,,,06-014,Product 06-014,KG,15829.0,7914.27,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-G-Unit-245,Factory G NM,FG,,,01-001,Product 01-001,KG,55467.0,27733.52,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-H-Unit-241,Factory H NM,FG,,,02-003,Product 02-003,KG,51027.0,25513.65,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-H-Unit-241,Factory H NM,FG,,,01-015,Product 01-015,KG,8801.0,4400.31,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-H-Unit-241,Factory H NM,FG,,,01-014,Product 01-014,KG,10808.0,5403.97,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-H-Unit-241,Factory H NM,FG,,,08-010,Product 08-010,KG,60889.0,30444.69,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-H-Unit-241,Factory H NM,FG,,,08-007,Product 08-007,KG,35414.0,17706.97,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-I-Unit-247,Factory I NM,FG,,,06-007,Product 06-007,KG,68023.0,34011.38,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-I-Unit-247,Factory I NM,FG,,,04-010,Product 04-010,KG,77215.0,38607.44,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-I-Unit-247,Factory I NM,FG,,,04-006,Product 04-006,KG,32138.0,16068.96,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-I-Unit-247,Factory I NM,FG,,,04-005,Product 04-005,KG,50221.0,25110.67,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-I-Unit-247,Factory I NM,FG,,,01-010,Product 01-010,KG,80058.0,40028.92,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-J-Unit-242,Factory J NM,FG,,,06-010,Product 06-010,KG,17929.0,8964.36,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-J-Unit-242,Factory J NM,FG,,,01-008,Product 01-008,KG,68211.0,34105.44,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-J-Unit-242,Factory J NM,FG,,,05-007,Product 05-007,KG,5732.0,2866.23,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-J-Unit-242,Factory J NM,FG,,,08-004,Product 08-004,KG,62757.0,31378.46,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-J-Unit-242,Factory J NM,FG,,,03-004,Product 03-004,KG,70423.0,35211.72,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-K-Unit-243,Factory K NM,FG,,,06-005,Product 06-005,KG,63282.0,31641.17,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-K-Unit-243,Factory K NM,FG,,,06-001,Product 06-001,KG,3209.0,1604.71,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-K-Unit-243,Factory K NM,FG,,,03-011,Product 03-011,KG,16010.0,8005.08,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-K-Unit-243,Factory K NM,FG,,,05-007,Product 05-007,KG,74745.0,37372.38,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-K-Unit-243,Factory K NM,FG,,,05-003,Product 05-003,KG,25928.0,12963.92,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-L-Unit-248,Factory L NM,FG,,,04-010,Product 04-010,KG,43161.0,21580.54,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-L-Unit-248,Factory L NM,FG,,,04-003,Product 04-003,KG,58679.0,29339.63,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-L-Unit-248,Factory L NM,FG,,,07-004,Product 07-004,KG,83596.0,41797.98,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-L-Unit-248,Factory L NM,FG,,,08-011,Product 08-011,KG,80808.0,40404.11,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-L-Unit-248,Factory L NM,FG,,,02-002,Product 02-002,KG,86909.0,43454.74,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-M-Unit-250,Factory M NM,FG,,,01-015,Product 01-015,KG,8603.0,4301.47,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-M-Unit-250,Factory M NM,FG,,,03-002,Product 03-002,KG,83491.0,41745.5,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-M-Unit-250,Factory M NM,FG,,,05-001,Product 05-001,KG,19378.0,9689.0,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-M-Unit-250,Factory M NM,FG,,,02-012,Product 02-012,KG,72861.0,36430.51,,,,,,,,,
,,2023-04-30,,,,,,2023-04-30,FAC-M-Unit-250,Factory M NM,FG,,,07-012,Product 07-012,KG,77722.0,38860.88,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-A-Unit-240,Factory A NM,FG,,,02-006,Product 02-006,KG,34160.0,17079.84,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-A-Unit-240,Factory A NM,FG,,,04-014,Product 04-014,KG,7270.0,3634.84,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-A-Unit-240,Factory A NM,FG,,,03-011,Product 03-011,KG,67597.0,33798.49,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-A-Unit-240,Factory A NM,FG,,,05-005,Product 05-005,KG,24665.0,12332.72,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-A-Unit-240,Factory A NM,FG,,,06-010,Product 06-010,KG,25870.0,12934.99,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-B-Unit-251,Factory B NM,FG,,,06-001,Product 06-001,KG,46887.0,23443.4,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-B-Unit-251,Factory B NM,FG,,,06-004,Product 06-004,KG,27151.0,13575.71,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-B-Unit-251,Factory B NM,FG,,,08-007,Product 08-007,KG,75707.0,37853.6,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-B-Unit-251,Factory B NM,FG,,,08-011,Product 08-011,KG,52262.0,26130.86,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-B-Unit-251,Factory B NM,FG,,,02-001,Product 02-001,KG,33444.0,16721.87,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-C-Unit-244,Factory C NM,FG,,,05-012,Product 05-012,KG,33976.0,16987.83,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-C-Unit-244,Factory C NM,FG,,,08-003,Product 08-003,KG,4034.0,2017.14,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-C-Unit-244,Factory C NM,FG,,,01-005,Product 01-005,KG,76567.0,38283.41,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-C-Unit-244,Factory C NM,FG,,,04-001,Product 04-001,KG,6188.0,3094.24,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-C-Unit-244,Factory C NM,FG,,,03-014,Product 03-014,KG,86736.0,43367.97,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-D-Unit-252,Factory D NM,FG,,,04-011,Product 04-011,KG,21536.0,10767.93,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-D-Unit-252,Factory D NM,FG,,,04-012,Product 04-012,KG,42412.0,21205.96,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-D-Unit-252,Factory D NM,FG,,,06-006,Product 06-006,KG,9083.0,4541.57,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-D-Unit-252,Factory D NM,FG,,,02-013,Product 02-013,KG,58427.0,29213.51,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-D-Unit-252,Factory D NM,FG,,,02-009,Product 02-009,KG,85658.0,42829.07,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-E-Unit-246,Factory E NM,FG,,,07-013,Product 07-013,KG,22186.0,11093.02,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-E-Unit-246,Factory E NM,FG,,,08-011,Product 08-011,KG,2092.0,1046.23,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-E-Unit-246,Factory E NM,FG,,,03-004,Product 03-004,KG,5848.0,2923.99,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-E-Unit-246,Factory E NM,FG,,,04-009,Product 04-009,KG,97774.0,48886.91,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-E-Unit-246,Factory E NM,FG,,,05-012,Product 05-012,KG,25751.0,12875.33,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-F-Unit-249,Factory F NM,FG,,,03-015,Product 03-015,KG,89554.0,44776.83,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-F-Unit-249,Factory F NM,FG,,,03-013,Product 03-013,KG,40008.0,20003.88,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-F-Unit-249,Factory F NM,FG,,,06-013,Product 06-013,KG,30212.0,15106.1,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-F-Unit-249,Factory F NM,FG,,,05-014,Product 05-014,KG,73020.0,36510.12,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-F-Unit-249,Factory F NM,FG,,,03-006,Product 03-006,KG,83969.0,41984.36,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-G-Unit-245,Factory G NM,FG,,,05-007,Product 05-007,KG,72485.0,36242.49,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-G-Unit-245,Factory G NM,FG,,,02-007,Product 02-007,KG,28612.0,14305.97,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-G-Unit-245,Factory G NM,FG,,,06-012,Product 06-012,KG,32989.0,16494.54,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-G-Unit-245,Factory G NM,FG,,,05-008,Product 05-008,KG,84807.0,42403.57,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-G-Unit-245,Factory G NM,FG,,,08-009,Product 08-009,KG,48680.0,24339.8,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-H-Unit-241,Factory H NM,FG,,,01-013,Product 01-013,KG,91173.0,45586.58,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-H-Unit-241,Factory H NM,FG,,,02-007,Product 02-007,KG,72292.0,36145.83,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-H-Unit-241,Factory H NM,FG,,,02-006,Product 02-006,KG,59043.0,29521.44,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-H-Unit-241,Factory H NM,FG,,,04-010,Product 04-010,KG,80185.0,40092.43,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-H-Unit-241,Factory H NM,FG,,,04-004,Product 04-004,KG,86708.0,43353.95,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-I-Unit-247,Factory I NM,FG,,,01-004,Product 01-004,KG,8262.0,4131.15,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-I-Unit-247,Factory I NM,FG,,,01-002,Product 01-002,KG,9285.0,4642.4,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-I-Unit-247,Factory I NM,FG,,,04-009,Product 04-009,KG,13306.0,6652.78,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-I-Unit-247,Factory I NM,FG,,,04-005,Product 04-005,KG,87229.0,43614.38,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-I-Unit-247,Factory I NM,FG,,,03-002,Product 03-002,KG,48278.0,24139.09,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-J-Unit-242,Factory J NM,FG,,,07-009,Product 07-009,KG,6831.0,3415.43,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-J-Unit-242,Factory J NM,FG,,,05-004,Product 05-004,KG,39856.0,19928.1,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-J-Unit-242,Factory J NM,FG,,,03-014,Product 03-014,KG,36640.0,18320.19,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-J-Unit-242,Factory J NM,FG,,,04-001,Product 04-001,KG,32932.0,16466.03,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-J-Unit-242,Factory J NM,FG,,,01-011,Product 01-011,KG,50120.0,25059.97,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-K-Unit-243,Factory K NM,FG,,,02-001,Product 02-001,KG,72017.0,36008.52,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-K-Unit-243,Factory K NM,FG,,,04-010,Product 04-010,KG,45574.0,22786.76,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-K-Unit-243,Factory K NM,FG,,,08-012,Product 08-012,KG,4654.0,2326.98,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-K-Unit-243,Factory K NM,FG,,,07-001,Product 07-001,KG,46028.0,23014.14,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-K-Unit-243,Factory K NM,FG,,,08-004,Product 08-004,KG,31052.0,15525.8,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-L-Unit-248,Factory L NM,FG,,,03-013,Product 03-013,KG,64826.0,32413.22,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-L-Unit-248,Factory L NM,FG,,,07-004,Product 07-004,KG,32542.0,16270.99,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-L-Unit-248,Factory L NM,FG,,,01-008,Product 01-008,KG,53481.0,26740.59,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-L-Unit-248,Factory L NM,FG,,,06-002,Product 06-002,KG,8473.0,4236.71,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-L-Unit-248,Factory L NM,FG,,,05-005,Product 05-005,KG,97312.0,48655.84,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-M-Unit-250,Factory M NM,FG,,,07-008,Product 07-008,KG,22572.0,11285.98,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-M-Unit-250,Factory M NM,FG,,,02-004,Product 02-004,KG,79315.0,39657.42,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-M-Unit-250,Factory M NM,FG,,,08-013,Product 08-013,KG,77908.0,38954.03,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-M-Unit-250,Factory M NM,FG,,,08-008,Product 08-008,KG,23337.0,11668.72,,,,,,,,,
,,2023-05-31,,,,,,2023-05-31,FAC-M-Unit-250,Factory M NM,FG,,,05-010,Product 05-010,KG,62880.0,31440.1,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-A-Unit-240,Factory A NM,FG,,,01-006,Product 01-006,KG,23339.0,11669.69,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-A-Unit-240,Factory A NM,FG,,,01-008,Product 01-008,KG,9674.0,4836.78,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-A-Unit-240,Factory A NM,FG,,,07-009,Product 07-009,KG,58196.0,29098.16,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-A-Unit-240,Factory A NM,FG,,,03-004,Product 03-004,KG,11638.0,5818.9,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-A-Unit-240,Factory A NM,FG,,,07-003,Product 07-003,KG,46029.0,23014.45,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-B-Unit-251,Factory B NM,FG,,,04-010,Product 04-010,KG,46068.0,23034.17,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-B-Unit-251,Factory B NM,FG,,,06-010,Product 06-010,KG,35836.0,17917.96,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-B-Unit-251,Factory B NM,FG,,,01-001,Product 01-001,KG,18930.0,9465.08,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-B-Unit-251,Factory B NM,FG,,,06-015,Product 06-015,KG,62954.0,31477.06,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-B-Unit-251,Factory B NM,FG,,,02-012,Product 02-012,KG,88434.0,44216.8,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-C-Unit-244,Factory C NM,FG,,,05-003,Product 05-003,KG,30365.0,15182.38,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-C-Unit-244,Factory C NM,FG,,,06-006,Product 06-006,KG,49003.0,24501.63,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-C-Unit-244,Factory C NM,FG,,,07-015,Product 07-015,KG,97339.0,48669.36,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-C-Unit-244,Factory C NM,FG,,,05-011,Product 05-011,KG,2477.0,1238.55,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-C-Unit-244,Factory C NM,FG,,,08-001,Product 08-001,KG,42442.0,21221.23,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-D-Unit-252,Factory D NM,FG,,,01-008,Product 01-008,KG,59323.0,29661.61,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-D-Unit-252,Factory D NM,FG,,,06-014,Product 06-014,KG,28091.0,14045.34,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-D-Unit-252,Factory D NM,FG,,,02-004,Product 02-004,KG,5072.0,2535.79,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-D-Unit-252,Factory D NM,FG,,,01-010,Product 01-010,KG,13706.0,6853.0,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-D-Unit-252,Factory D NM,FG,,,07-013,Product 07-013,KG,62986.0,31492.85,,,,,,,,,
,,2023-06-30,,,,,,2023-06-30,FAC-E-Unit-246,Factory E NM,FG,,,04-007,Product 04-007,KG,49949.0,24974.68,,,,,,,,,
